run_dir,arm,model,tier,budget_CU,run_index,steps,full_decision_correct,decision_stable_CU,decision_stable_CU_quoted,quote_inflation_CU,final_used_CU,overrun_CU,overrun_fraction,stop_mode,budget_remaining_at_stop,why_stop
E_llm_agent_anonymous_B175_r1_c1_20260910T033242Z,E,gpt-5.4-nano-2026-03-17,nano,175.0,1,7,0,,,,155.0,,,self_stop,20.0,agent STOP: Budget was exhausted before obtaining any feasible optimized candidate (S1 cannot be satisfied).
E_llm_agent_anonymous_B175_r2_c1_20260910T033305Z,E,gpt-5.4-nano-2026-03-17,nano,175.0,2,6,0,,,,155.0,,,self_stop,20.0,agent STOP: Budget exhausted and no further affordable OPTIMIZE_PROCESS call is possible; therefore the stopping rule cannot reach S1/S2 (no feasible optimized 
E_llm_agent_anonymous_B175_r3_c1_20260910T033327Z,E,gpt-5.4-nano-2026-03-17,nano,175.0,3,9,0,,,,155.0,,,self_stop,20.0,agent STOP: Budget exhausted; cannot complete required identification of a feasible optimized candidate (S1) and parity/reachability classification (S3) under s
E_llm_agent_anonymous_B175_r4_c1_20260910T033345Z,E,gpt-5.4-nano-2026-03-17,nano,175.0,4,8,0,,,,155.0,,,budget_exhausted,20.0,budget_exhausted (3 consecutive unaffordable actions)
E_llm_agent_anonymous_B175_r5_c1_20260910T033356Z,E,gpt-5.4-nano-2026-03-17,nano,175.0,5,7,0,,,,155.0,,,self_stop,20.0,"agent STOP: Cannot proceed: compute budget effectively exhausted for further OPTIMIZE_PROCESS calls, and S1/S2/S3 stopping conditions cannot be satisfied withou"
E_llm_agent_anonymous_B175_r6_c1_20260910T033421Z,E,gpt-5.4-nano-2026-03-17,nano,175.0,6,8,0,,,,155.0,,,budget_exhausted,20.0,budget_exhausted (3 consecutive unaffordable actions)
E_llm_agent_anonymous_B175_r7_c1_20260910T033430Z,E,gpt-5.4-nano-2026-03-17,nano,175.0,7,7,0,,,,155.0,,,budget_exhausted,20.0,budget_exhausted (3 consecutive unaffordable actions)
E_llm_agent_anonymous_B175_r8_c1_20260910T033444Z,E,gpt-5.4-nano-2026-03-17,nano,175.0,8,9,0,,,,155.0,,,budget_exhausted,20.0,budget_exhausted (3 consecutive unaffordable actions)
E_llm_agent_anonymous_B175_r9_c1_20260910T033454Z,E,gpt-5.4-nano-2026-03-17,nano,175.0,9,8,0,,,,155.0,,,self_stop,20.0,agent STOP: Cannot satisfy S1 (no feasible optimized candidate identified).
E_llm_agent_anonymous_B225_r0_c1_20260910T033227Z,E,gpt-5.4-nano-2026-03-17,nano,225.0,0,10,0,,,,213.0,,,budget_exhausted,12.0,budget_exhausted (3 consecutive unaffordable actions)
E_llm_agent_anonymous_B225_r10_c1_20260910T033509Z,E,gpt-5.4-nano-2026-03-17,nano,225.0,10,9,0,,,,213.0,,,budget_exhausted,12.0,budget_exhausted (3 consecutive unaffordable actions)
E_llm_agent_anonymous_B225_r11_c1_20260910T033518Z,E,gpt-5.4-nano-2026-03-17,nano,225.0,11,10,0,,,,213.0,,,budget_exhausted,12.0,budget_exhausted (3 consecutive unaffordable actions)
E_llm_agent_anonymous_B225_r12_c1_20260910T033536Z,E,gpt-5.4-nano-2026-03-17,nano,225.0,12,11,0,,,,213.0,,,self_stop,12.0,agent STOP: Budget exhausted while trying to optimize enough candidates to identify the lowest-cost feasible industrial option. Remaining compute units insuffic
E_llm_agent_anonymous_B225_r13_c1_20260910T033552Z,E,gpt-5.4-nano-2026-03-17,nano,225.0,13,8,0,,,,213.0,,,self_stop,12.0,agent STOP: Compute budget exhausted during OPTIMIZE_PROCESS calls before a feasible optimized candidate (within max_catalyst_bed_m3=90 m^3) was found for any t
E_llm_agent_anonymous_B225_r14_c1_20260910T033609Z,E,gpt-5.4-nano-2026-03-17,nano,225.0,14,12,0,,,,213.0,,,self_stop,12.0,agent STOP: No affordable remaining admissible action can change the outcome of the stopping rule: no feasible optimized candidate has been identified (S1 not r
E_llm_agent_anonymous_B225_r15_c1_20260910T033645Z,E,gpt-5.4-nano-2026-03-17,nano,225.0,15,9,0,,,,213.0,,,self_stop,12.0,"agent STOP: Compute budget exhausted during feasibility exploration; no feasible optimized candidate found yet (S1 not satisfied). Only candidate_01, candidate_"
E_llm_agent_anonymous_B225_r16_c1_20260910T033709Z,E,gpt-5.4-nano-2026-03-17,nano,225.0,16,10,0,,,,213.0,,,budget_exhausted,12.0,budget_exhausted (3 consecutive unaffordable actions)
E_llm_agent_anonymous_B225_r17_c1_20260910T033722Z,E,gpt-5.4-nano-2026-03-17,nano,225.0,17,12,0,,,,213.0,,,budget_exhausted,12.0,budget_exhausted (3 consecutive unaffordable actions)
E_llm_agent_anonymous_B225_r18_c1_20260910T033735Z,E,gpt-5.4-nano-2026-03-17,nano,225.0,18,10,0,,,,213.0,,,self_stop,12.0,agent STOP: Budget exhausted before optimizing the last unresolved candidate(s) and before running BACKWARD/TEST_REACHABILITY. Stopping rule S1 holds (feasible 
E_llm_agent_anonymous_B225_r19_c1_20260910T033750Z,E,gpt-5.4-nano-2026-03-17,nano,225.0,19,8,0,,,,213.0,,,self_stop,12.0,"agent STOP: Budget exhausted before finding any feasible optimized candidate; last computed candidates (03,15,12) are infeasible due to minimum bed volume excee"
E_llm_agent_anonymous_B225_r1_c1_20260910T033241Z,E,gpt-5.4-nano-2026-03-17,nano,225.0,1,9,0,,,,213.0,,,budget_exhausted,12.0,budget_exhausted (3 consecutive unaffordable actions)
E_llm_agent_anonymous_B225_r2_c1_20260910T033252Z,E,gpt-5.4-nano-2026-03-17,nano,225.0,2,10,0,,,,213.0,,,budget_exhausted,12.0,budget_exhausted (3 consecutive unaffordable actions)
E_llm_agent_anonymous_B225_r3_c1_20260910T033303Z,E,gpt-5.4-nano-2026-03-17,nano,225.0,3,12,0,,,,199.0,,,budget_exhausted,26.0,budget_exhausted (3 consecutive unaffordable actions)
E_llm_agent_anonymous_B225_r4_c1_20260910T033318Z,E,gpt-5.4-nano-2026-03-17,nano,225.0,4,12,0,,,,213.0,,,self_stop,12.0,agent STOP: Budget exhausted before optimizing remaining candidates or executing BACKWARD/TEST_REACHABILITY. Decision stable among optimized feasible candidates
E_llm_agent_anonymous_B225_r5_c1_20260910T033338Z,E,gpt-5.4-nano-2026-03-17,nano,225.0,5,10,0,,,,213.0,,,budget_exhausted,12.0,budget_exhausted (3 consecutive unaffordable actions)
E_llm_agent_anonymous_B225_r6_c1_20260910T033356Z,E,gpt-5.4-nano-2026-03-17,nano,225.0,6,12,0,,,,213.0,,,self_stop,12.0,"agent STOP: Budget exhausted before optimizing all remaining candidates. From optimized attempts so far, candidates_03, _01, and _12 are infeasible under the ma"
E_llm_agent_anonymous_B225_r7_c1_20260910T033416Z,E,gpt-5.4-nano-2026-03-17,nano,225.0,7,10,0,,,,213.0,,,budget_exhausted,12.0,budget_exhausted (3 consecutive unaffordable actions)
E_llm_agent_anonymous_B225_r8_c1_20260910T033430Z,E,gpt-5.4-nano-2026-03-17,nano,225.0,8,10,0,,,,213.0,,,budget_exhausted,12.0,budget_exhausted (3 consecutive unaffordable actions)
E_llm_agent_anonymous_B225_r9_c1_20260910T033442Z,E,gpt-5.4-nano-2026-03-17,nano,225.0,9,14,0,,,,218.0,,,self_stop,7.0,agent STOP: Stopping rule met: S1 feasible optimized winner exists (candidate_13). S2 unresolved candidates reduced by evidence: candidate_01 infeasible; among 
E_llm_agent_anonymous_B100_r0_c1low_20260911T062453Z,E,gpt-5.5-2026-04-23,strong,100.0,0,23,1,65.0,71.0,6.0,73.0,8.0,0.1095890410958904,self_stop,27.0,agent STOP: Stopping rule satisfied: S1 feasible lowest-cost candidate exists; S2 no unresolved candidates because candidate_04/candidate_05 were optimized and 
E_llm_agent_anonymous_B100_r10_c1low_20260911T065030Z,E,gpt-5.5-2026-04-23,strong,100.0,10,17,1,76.0,82.0,6.0,76.0,0.0,0.0,self_stop,24.0,agent STOP: Stopping rule satisfied: S1 feasible current lowest-cost candidate identified; S2 unresolved candidates screened or directly optimized sufficiently 
E_llm_agent_anonymous_B100_r11_c1low_20260911T065304Z,E,gpt-5.5-2026-04-23,strong,100.0,11,24,1,61.0,61.0,0.0,71.0,10.0,0.14084507042253522,self_stop,29.0,"agent STOP: S1, S2 and S3 are satisfied. Candidate_13 is the feasible lowest-cost industrial candidate in the optimized decision set; every other candidate is o"
E_llm_agent_anonymous_B100_r12_c1low_20260911T065537Z,E,gpt-5.5-2026-04-23,strong,100.0,12,17,1,73.0,73.0,0.0,95.0,22.0,0.23157894736842105,self_stop,5.0,agent STOP: candidate_13 is feasible and lowest among optimized candidates; every other candidate is either explicitly optimized higher cost or screened by lowe
E_llm_agent_anonymous_B100_r13_c1low_20260911T065743Z,E,gpt-5.5-2026-04-23,strong,100.0,13,16,1,41.0,41.0,0.0,57.0,16.0,0.2807017543859649,self_stop,43.0,agent STOP: Stopping rule satisfied: S1 feasible optimized lowest-cost candidate exists; S2 all candidates are optimized or screened by the declared lower-activ
E_llm_agent_anonymous_B100_r14_c1low_20260911T070013Z,E,gpt-5.5-2026-04-23,strong,100.0,14,25,1,37.0,37.0,0.0,83.0,46.0,0.5542168674698795,self_stop,17.0,agent STOP: Stopping rule satisfied: S1 feasible current lowest-cost candidate exists; S2 all other candidates are optimized or screened by the declared lower-a
E_llm_agent_anonymous_B100_r15_c1low_20260911T070304Z,E,gpt-5.5-2026-04-23,strong,100.0,15,25,1,60.0,61.0,1.0,84.0,24.0,0.2857142857142857,self_stop,16.0,agent STOP: candidate_13 is feasible and lowest cost among optimized plausible challengers; all other candidates are resolved by the declared lower-activity/hig
E_llm_agent_anonymous_B100_r16_c1low_20260911T070546Z,E,gpt-5.5-2026-04-23,strong,100.0,16,20,1,74.0,77.0,3.0,87.0,13.0,0.14942528735632185,self_stop,13.0,agent STOP: 
E_llm_agent_anonymous_B100_r17_c1low_20260911T070830Z,E,gpt-5.5-2026-04-23,strong,100.0,17,20,1,53.0,53.0,0.0,79.0,26.0,0.3291139240506329,self_stop,21.0,"agent STOP: Stopping rule is satisfied: a feasible winner exists, all candidates are optimized or screened by the declared rule, and parity/reachability for the"
E_llm_agent_anonymous_B100_r18_c1low_20260911T071036Z,E,gpt-5.5-2026-04-23,strong,100.0,18,29,0,,,,99.0,,,self_stop,1.0,agent STOP: Stopping rule satisfied: S1 feasible optimized lowest-cost candidate exists; S2 every candidate is either optimized or screened by lower reference a
E_llm_agent_anonymous_B100_r19_c1low_20260911T071358Z,E,gpt-5.5-2026-04-23,strong,100.0,19,18,1,71.0,71.0,0.0,71.0,0.0,0.0,self_stop,29.0,agent STOP: Stopping rule satisfied: S1 feasible lowest-cost optimized candidate exists; S2 all candidates are either optimized among plausible higher-activity 
E_llm_agent_anonymous_B100_r1_c1low_20260911T062834Z,E,gpt-5.5-2026-04-23,strong,100.0,1,16,1,71.0,73.0,2.0,71.0,0.0,0.0,self_stop,29.0,agent STOP: S1 satisfied by feasible optimized candidate_13; S2 satisfied because candidate_04/candidate_05 were optimized and all other candidates are screened
E_llm_agent_anonymous_B100_r2_c1low_20260911T063052Z,E,gpt-5.5-2026-04-23,strong,100.0,2,13,1,80.0,80.0,0.0,80.0,0.0,0.0,self_stop,20.0,agent STOP: Stopping rule satisfied: S1 feasible optimized winner candidate_13 exists; S2 no unresolved candidate remains after declared screening and optimizat
E_llm_agent_anonymous_B100_r3_c1low_20260911T063238Z,E,gpt-5.5-2026-04-23,strong,100.0,3,12,1,98.0,98.0,0.0,100.0,2.0,0.02,self_stop,0.0,agent STOP: Budget exhausted. S1 is satisfied by feasible optimized candidate_13. S3 is satisfied: the highest-activity candidate candidate_04 differs from cand
E_llm_agent_anonymous_B100_r4_c1low_20260911T063423Z,E,gpt-5.5-2026-04-23,strong,100.0,4,24,1,55.0,55.0,0.0,69.0,14.0,0.2028985507246377,self_stop,31.0,agent STOP: Stopping rule satisfied: S1 feasible optimized winner exists; S2 no unresolved candidates remain by explicit optimization plus declared screening; S
E_llm_agent_anonymous_B100_r5_c1low_20260911T063724Z,E,gpt-5.5-2026-04-23,strong,100.0,5,27,1,40.0,40.0,0.0,67.0,27.0,0.40298507462686567,self_stop,33.0,"agent STOP: S1, S2 and S3 are satisfied. No affordable remaining action has meaningful expected decision value relative to the stable gap: candidate_13 is feasi"
E_llm_agent_anonymous_B100_r6_c1low_20260911T064004Z,E,gpt-5.5-2026-04-23,strong,100.0,6,27,1,58.0,58.0,0.0,91.0,33.0,0.3626373626373626,self_stop,9.0,agent STOP: The industrial decision is stable: candidate_13 is feasible and lowest cost among the only unscreened higher-activity challengers; all other candida
E_llm_agent_anonymous_B100_r7_c1low_20260911T064343Z,E,gpt-5.5-2026-04-23,strong,100.0,7,16,1,72.0,72.0,0.0,98.0,26.0,0.2653061224489796,self_stop,2.0,agent STOP: Stopping rule satisfied: S1 feasible incumbent exists; S2 all candidates are optimized or screened by lower activity and higher metal price than can
E_llm_agent_anonymous_B100_r8_c1low_20260911T064549Z,E,gpt-5.5-2026-04-23,strong,100.0,8,15,1,95.0,95.0,0.0,95.0,0.0,0.0,self_stop,5.0,agent STOP: Stopping rule satisfied: feasible optimized incumbent exists; all candidates are optimized or screened by the declared rule; highest-activity non-wi
E_llm_agent_anonymous_B100_r9_c1low_20260911T064801Z,E,gpt-5.5-2026-04-23,strong,100.0,9,20,1,90.0,92.0,2.0,90.0,0.0,0.0,self_stop,10.0,"agent STOP: S1, S2 and S3 are satisfied: candidate_13 is feasible and lowest among optimized/unscreened candidates; all other candidates are optimized or screen"
E_llm_agent_anonymous_B125_r0_c1_20260911T041517Z,E,gpt-5.5-2026-04-23,strong,125.0,0,17,1,73.0,73.0,0.0,95.0,22.0,0.23157894736842105,self_stop,30.0,agent STOP: Stopping rule satisfied: candidate_13 is feasible and lowest-cost among optimized non-screened candidates; every other candidate is optimized or scr
E_llm_agent_anonymous_B125_r10_c1_20260911T043726Z,E,gpt-5.5-2026-04-23,strong,125.0,10,18,1,112.0,127.0,15.0,112.0,0.0,0.0,self_stop,13.0,agent STOP: Stopping rule satisfied: a feasible optimized lowest-cost candidate exists; all lower-activity/higher-price candidates are screened by candidate_13 
E_llm_agent_anonymous_B125_r11_c1_20260911T043952Z,E,gpt-5.5-2026-04-23,strong,125.0,11,21,1,89.0,89.0,0.0,100.0,11.0,0.11,self_stop,25.0,agent STOP: Stopping rule satisfied: S1 feasible lowest-cost candidate identified; S2 all other candidates optimized or screened dominated by lower-activity/hig
E_llm_agent_anonymous_B125_r12_c1_20260911T044211Z,E,gpt-5.5-2026-04-23,strong,125.0,12,11,1,118.0,118.0,0.0,118.0,0.0,0.0,self_stop,7.0,agent STOP: No affordable action with meaningful expected decision value remains. The only calculations that could close the formal S2 gap or validate edge/mode
E_llm_agent_anonymous_B125_r13_c1_20260911T044419Z,E,gpt-5.5-2026-04-23,strong,125.0,13,17,1,51.0,51.0,0.0,51.0,0.0,0.0,self_stop,74.0,agent STOP: Stopping rule satisfied: S1 a feasible optimized lowest-cost incumbent exists; S2 no unresolved candidates remain after direct optimization of highe
E_llm_agent_anonymous_B125_r14_c1_20260911T044702Z,E,gpt-5.5-2026-04-23,strong,125.0,14,27,1,53.0,53.0,0.0,118.0,65.0,0.5508474576271186,self_stop,7.0,agent STOP: Stopping rule satisfied: S1 feasible optimized lowest-cost candidate exists; S2 all candidates optimized or screened by lower reference activity and
E_llm_agent_anonymous_B125_r15_c1_20260911T045018Z,E,gpt-5.5-2026-04-23,strong,125.0,15,12,1,118.0,118.0,0.0,120.0,2.0,0.016666666666666666,self_stop,5.0,"agent STOP: S1 is satisfied and S3 is satisfied. S2 is not fully satisfied only because candidate_05 remains unresolved, but the remaining 5 CU cannot pay for O"
E_llm_agent_anonymous_B125_r16_c1_20260911T045242Z,E,gpt-5.5-2026-04-23,strong,125.0,16,20,1,61.0,61.0,0.0,122.0,61.0,0.5,self_stop,3.0,"agent STOP: Candidate_13 is the stable lowest-cost feasible industrial choice in the best available all-temperature contender window, all lower-activity/higher-"
E_llm_agent_anonymous_B125_r17_c1_20260911T045521Z,E,gpt-5.5-2026-04-23,strong,125.0,17,22,1,93.0,93.0,0.0,123.0,30.0,0.24390243902439024,self_stop,2.0,agent STOP: Stopping rule satisfied: a feasible lowest-cost candidate is identified; all other candidates are either optimized among the high-activity exception
E_llm_agent_anonymous_B125_r18_c1_20260911T045751Z,E,gpt-5.5-2026-04-23,strong,125.0,18,20,1,73.0,73.0,0.0,100.0,27.0,0.27,self_stop,25.0,agent STOP: Stopping rule satisfied: feasible lowest-cost candidate exists; every other candidate is optimized or screened by the declared dominance rule; the h
E_llm_agent_anonymous_B125_r19_c1_20260911T050026Z,E,gpt-5.5-2026-04-23,strong,125.0,19,17,1,117.0,117.0,0.0,120.0,3.0,0.025,self_stop,5.0,agent STOP: S1 satisfied: candidate_13 is a feasible optimized lowest-cost candidate. S2 satisfied: candidate_04 and candidate_05 were optimized; all other cand
E_llm_agent_anonymous_B125_r1_c1_20260911T041728Z,E,gpt-5.5-2026-04-23,strong,125.0,1,23,1,61.0,61.0,0.0,122.0,61.0,0.5,self_stop,3.0,agent STOP: Stopping rule satisfied: S1 a feasible optimized current lowest-cost candidate exists; S2 no unresolved candidate remains after explicit optimizatio
E_llm_agent_anonymous_B125_r2_c1_20260911T042016Z,E,gpt-5.5-2026-04-23,strong,125.0,2,20,1,86.0,86.0,0.0,102.0,16.0,0.1568627450980392,self_stop,23.0,agent STOP: Stopping rule satisfied: S1 feasible lowest-cost incumbent exists; S2 no unresolved candidates after optimizing higher-activity candidates 04/05 and
E_llm_agent_anonymous_B125_r3_c1_20260911T042305Z,E,gpt-5.5-2026-04-23,strong,125.0,3,11,1,120.0,120.0,0.0,120.0,0.0,0.0,self_stop,5.0,agent STOP: No affordable action has meaningful expected decision value for changing the industrial decision. The only unresolved candidate is candidate_05; res
E_llm_agent_anonymous_B125_r4_c1_20260911T042445Z,E,gpt-5.5-2026-04-23,strong,125.0,4,17,1,110.0,110.0,0.0,110.0,0.0,0.0,self_stop,15.0,agent STOP: Stopping rule satisfied: S1 feasible optimized winner exists (candidate_13); S2 no unresolved candidates after optimizing candidate_04 and candidate
E_llm_agent_anonymous_B125_r5_c1_20260911T042647Z,E,gpt-5.5-2026-04-23,strong,125.0,5,16,1,73.0,73.0,0.0,95.0,22.0,0.23157894736842105,self_stop,30.0,"agent STOP: S1, S2 and S3 are satisfied; remaining affordable computations have low expected decision value and the only meaningful MC comparison is unaffordabl"
E_llm_agent_anonymous_B125_r6_c1_20260911T042913Z,E,gpt-5.5-2026-04-23,strong,125.0,6,15,1,67.0,67.0,0.0,67.0,0.0,0.0,self_stop,58.0,agent STOP: The stopping rule is satisfied: candidate_13 is the feasible optimized lowest-cost incumbent; every other candidate is optimized if unscreenable or 
E_llm_agent_anonymous_B125_r7_c1_20260911T043110Z,E,gpt-5.5-2026-04-23,strong,125.0,7,17,1,65.0,65.0,0.0,87.0,22.0,0.25287356321839083,self_stop,38.0,agent STOP: Stopping rule satisfied: S1 feasible optimized current lowest-cost candidate exists; S2 no unresolved candidates remain after optimizing higher-acti
E_llm_agent_anonymous_B125_r8_c1_20260911T043320Z,E,gpt-5.5-2026-04-23,strong,125.0,8,17,1,73.0,73.0,0.0,86.0,13.0,0.1511627906976744,self_stop,39.0,agent STOP: S1 satisfied by feasible optimized candidate_13; S2 satisfied by optimization of nonscreenable higher-activity candidates and declared screening of 
E_llm_agent_anonymous_B125_r9_c1_20260911T043525Z,E,gpt-5.5-2026-04-23,strong,125.0,9,16,1,125.0,125.0,0.0,125.0,0.0,0.0,self_stop,0.0,agent STOP: STOP called because the stopping rule is satisfied and no compute remains: S1 feasible optimized lowest-cost candidate identified; S2 no unresolved 
E_llm_agent_anonymous_B150_r0_c1_20260909T123910Z,E,gpt-5.5-2026-04-23,strong,150.0,0,14,1,150.0,150.0,0.0,150.0,0.0,0.0,self_stop,0.0,"agent STOP: Budget exhausted; model stopping status indicated may_stop=true after S1 feasible winner, S2 no unresolved candidates, and S3 parity/reachability cl"
E_llm_agent_anonymous_B150_r10_c1_20260911T050910Z,E,gpt-5.5-2026-04-23,strong,150.0,10,33,1,145.0,152.0,7.0,145.0,0.0,0.0,self_stop,5.0,"agent STOP: Stopping rule satisfied: a feasible lowest-cost candidate was identified, all candidates were optimized or screened as dominated/unresolved-none by "
E_llm_agent_anonymous_B150_r11_c1_20260911T051139Z,E,gpt-5.5-2026-04-23,strong,150.0,11,25,1,99.0,99.0,0.0,149.0,50.0,0.33557046979865773,self_stop,1.0,agent STOP: Stopping rule satisfied: S1 feasible lowest-cost optimized candidate exists; S2 all candidates are optimized or screened by the declared lower-activ
E_llm_agent_anonymous_B150_r12_c1_20260911T051405Z,E,gpt-5.5-2026-04-23,strong,150.0,12,37,1,110.0,110.0,0.0,125.0,15.0,0.12,self_stop,25.0,agent STOP: Stopping rule satisfied: S1 feasible optimized winner exists; S2 no unresolved candidate remains after complete focused-window optimization plus scr
E_llm_agent_anonymous_B150_r13_c1_20260911T051640Z,E,gpt-5.5-2026-04-23,strong,150.0,13,16,1,60.0,60.0,0.0,79.0,19.0,0.24050632911392406,self_stop,71.0,"agent STOP: S1, S2, and S3 are satisfied; best remaining paid expected decision value is below threshold."
E_llm_agent_anonymous_B150_r14_c1_20260911T051847Z,E,gpt-5.5-2026-04-23,strong,150.0,14,22,1,102.0,121.0,19.0,124.0,22.0,0.1774193548387097,self_stop,26.0,agent STOP: 
E_llm_agent_anonymous_B150_r15_c1_20260911T052140Z,E,gpt-5.5-2026-04-23,strong,150.0,15,19,1,138.0,141.0,3.0,138.0,0.0,0.0,self_stop,12.0,"agent STOP: The stopping rule is satisfied. candidate_13 is feasible and is the lowest-cost optimized candidate. The only higher-activity candidates, candidate_"
E_llm_agent_anonymous_B150_r16_c1_20260911T052400Z,E,gpt-5.5-2026-04-23,strong,150.0,16,22,1,133.0,139.0,6.0,133.0,0.0,0.0,self_stop,17.0,agent STOP: Stopping rule satisfied: candidate_13 is feasible and lowest-cost among optimized non-screened candidates; all others are optimized or screened by t
E_llm_agent_anonymous_B150_r17_c1_20260911T052650Z,E,gpt-5.5-2026-04-23,strong,150.0,17,20,1,55.0,58.0,3.0,55.0,0.0,0.0,self_stop,95.0,agent STOP: Stopping rule is satisfied: candidate_13 is feasible and lowest cost among optimized non-dominated candidates; all other candidates are either optim
E_llm_agent_anonymous_B150_r18_c1_20260911T052852Z,E,gpt-5.5-2026-04-23,strong,150.0,18,20,1,97.0,97.0,0.0,97.0,0.0,0.0,self_stop,53.0,agent STOP: Stopping rule is satisfied: S1 candidate_13 is a feasible optimized incumbent; S2 every candidate is either optimized among plausible contenders or 
E_llm_agent_anonymous_B150_r19_c1_20260911T053143Z,E,gpt-5.5-2026-04-23,strong,150.0,19,20,1,65.0,65.0,0.0,91.0,26.0,0.2857142857142857,self_stop,59.0,agent STOP: candidate_13 is the stable lowest-cost feasible industrial candidate; all candidates are either optimized or screened by the declared dominance rule
E_llm_agent_anonymous_B150_r1_c1_20260909T124030Z,E,gpt-5.5-2026-04-23,strong,150.0,1,31,1,102.0,102.0,0.0,102.0,0.0,0.0,self_stop,48.0,"agent STOP: Stopping rule satisfied: feasible optimized winner identified, all candidates optimized or screened by the declared rule, and parity/reachability fo"
E_llm_agent_anonymous_B150_r2_c1_20260909T124230Z,E,gpt-5.5-2026-04-23,strong,150.0,2,22,1,128.0,128.0,0.0,128.0,0.0,0.0,self_stop,22.0,agent STOP: S1-S3 satisfied; remaining affordable actions have low expected decision value and higher-value MC/formal validity checks are unaffordable.
E_llm_agent_anonymous_B150_r3_c1_20260909T124430Z,E,gpt-5.5-2026-04-23,strong,150.0,3,21,1,53.0,53.0,0.0,120.0,67.0,0.5583333333333333,self_stop,30.0,agent STOP: Stopping rule satisfied: feasible incumbent exists; all other candidates are optimized if decision-relevant or screened dominated; highest-activity 
E_llm_agent_anonymous_B150_r4_c1_20260909T124700Z,E,gpt-5.5-2026-04-23,strong,150.0,4,20,1,116.0,134.0,18.0,116.0,0.0,0.0,self_stop,34.0,agent STOP: Stopping rule satisfied: S1 feasible optimized lowest-cost candidate exists; S2 all candidates are either optimized challengers or screened by lower
E_llm_agent_anonymous_B150_r5_c1_20260909T124935Z,E,gpt-5.5-2026-04-23,strong,150.0,5,29,1,135.0,141.0,6.0,135.0,0.0,0.0,self_stop,15.0,agent STOP: Stopping rule satisfied: S1 candidate_13 is feasible and lowest-cost among optimized candidates; S2 no unresolved candidates remain after all candid
E_llm_agent_anonymous_B150_r6_c1_20260909T125130Z,E,gpt-5.5-2026-04-23,strong,150.0,6,14,1,98.0,98.0,0.0,98.0,0.0,0.0,self_stop,52.0,agent STOP: Stopping rule satisfied: S1 feasible optimized current lowest-cost candidate exists; S2 no unresolved candidate remains because all nonscreened comp
E_llm_agent_anonymous_B150_r7_c1_20260911T050235Z,E,gpt-5.5-2026-04-23,strong,150.0,7,20,1,75.0,75.0,0.0,75.0,0.0,0.0,self_stop,75.0,agent STOP: Stopping rule satisfied: S1 feasible optimized lowest-cost candidate exists; S2 no unresolved candidate remains after optimization/screening; S3 BAC
E_llm_agent_anonymous_B150_r8_c1_20260911T050500Z,E,gpt-5.5-2026-04-23,strong,150.0,8,20,1,144.0,144.0,0.0,146.0,2.0,0.0136986301369863,self_stop,4.0,"agent STOP: Stopping rule satisfied: candidate_13 is the feasible lowest-cost optimized candidate found; candidate_04 and candidate_05, the only candidates not "
E_llm_agent_anonymous_B150_r9_c1_20260911T050701Z,E,gpt-5.5-2026-04-23,strong,150.0,9,19,1,72.0,72.0,0.0,144.0,72.0,0.5,self_stop,6.0,agent STOP: S1/S2/S3 satisfied and no affordable remaining action has meaningful expected decision value.
E_llm_agent_anonymous_B175_r0_c1_20260909T123910Z,E,gpt-5.5-2026-04-23,strong,175.0,0,39,1,74.0,74.0,0.0,172.0,98.0,0.5697674418604651,self_stop,3.0,agent STOP: 
E_llm_agent_anonymous_B175_r10_c1_20260909T130335Z,E,gpt-5.5-2026-04-23,strong,175.0,10,15,1,163.0,164.0,1.0,163.0,0.0,0.0,self_stop,12.0,agent STOP: Stopping rule satisfied: S1 candidate_13 is feasible and optimized in the full admissible window; S2 no unresolved candidates remain after screening
E_llm_agent_anonymous_B175_r11_c1_20260909T130540Z,E,gpt-5.5-2026-04-23,strong,175.0,11,24,1,95.0,98.0,3.0,106.0,11.0,0.10377358490566038,self_stop,69.0,agent STOP: S1/S2/S3 satisfied; remaining affordable actions had low expected decision value relative to cost.
E_llm_agent_anonymous_B175_r12_c1_20260909T130801Z,E,gpt-5.5-2026-04-23,strong,175.0,12,18,1,100.0,100.0,0.0,161.0,61.0,0.37888198757763975,self_stop,14.0,agent STOP: Stopping rule is satisfied: S1 feasible incumbent exists; S2 no unresolved candidates remain after optimizing candidate_04/candidate_05 and screenin
E_llm_agent_anonymous_B175_r13_c1_20260909T131006Z,E,gpt-5.5-2026-04-23,strong,175.0,13,15,1,169.0,171.0,2.0,169.0,0.0,0.0,self_stop,6.0,"agent STOP: Stopping rule is satisfied by returned model status after candidate_13 full optimization, screening of lower-activity/higher-price candidates, local"
E_llm_agent_anonymous_B175_r14_c1_20260909T131221Z,E,gpt-5.5-2026-04-23,strong,175.0,14,19,1,94.0,94.0,0.0,146.0,52.0,0.3561643835616438,self_stop,29.0,agent STOP: Stopping rule satisfied: S1 feasible optimized winner exists; S2 every candidate is optimized if plausible or screened by the declared lower-activit
E_llm_agent_anonymous_B175_r15_c1_20260909T131429Z,E,gpt-5.5-2026-04-23,strong,175.0,15,20,1,90.0,105.0,15.0,90.0,0.0,0.0,self_stop,85.0,"agent STOP: S1, S2, and S3 are satisfied; remaining affordable actions have low expected decision value."
